,Timestamp,Open,High,Low,Close,Volume,Trend
1272,1.65064E+12,577000000,577001000,576979000,576979000,0.02295026,0
1273,1.65064E+12,576853000,576853000,576790000,576790000,0.0317819,0
1274,1.65064E+12,576650000,576650000,576230000,576230000,0.06144116,0
1275,1.65064E+12,576230000,576230000,575389000,575412000,0.52701295,0
1276,1.65064E+12,575660000,575790000,575660000,575790000,0.01505862,2
1277,1.65064E+12,576870000,577097000,576000000,576846000,0.96216132,0
1278,1.65064E+12,576321000,576321000,576321000,576321000,0.00207594,0
1279,1.65064E+12,576320000,576320000,576320000,576320000,0.00021698,2
1280,1.65064E+12,576321000,576321000,576320000,576321000,0.05244115,0
1281,1.65064E+12,576320000,576320000,576320000,576320000,0.01859738,0
1282,1.65064E+12,576321000,576321000,576003000,576003000,0.09857241,0
1283,1.65064E+12,576003000,576004000,576003000,576004000,0.00043948,2
1284,1.65064E+12,576229000,576584000,576229000,576584000,0.05975763,2
1285,1.65064E+12,576590000,576789000,576590000,576789000,0.00170539,2
1286,1.65064E+12,576790000,576980000,576790000,576980000,0.00074271,2
1287,1.65064E+12,577180000,577244000,577180000,577244000,0.00212112,0
1288,1.65064E+12,577243000,577243000,577000000,577001000,0.04344045,0
1289,1.65064E+12,577000000,577001000,576979000,576979000,0.02295026,0
1290,1.65064E+12,576853000,576853000,576790000,576790000,0.0317819,0
1291,1.65064E+12,576650000,576650000,576230000,576230000,0.06144116,0
1292,1.65064E+12,576230000,576230000,575389000,575412000,0.52701295,0
1293,1.65064E+12,575660000,575790000,575660000,575790000,0.01505862,2
1294,1.65064E+12,576870000,577097000,576000000,576846000,0.96216132,0
1295,1.65064E+12,576321000,576321000,576321000,576321000,0.00207594,0
1296,1.65064E+12,576320000,576320000,576320000,576320000,0.00021698,2
1297,1.65064E+12,576321000,576321000,576320000,576321000,0.05244115,0
1298,1.65064E+12,576320000,576320000,576320000,576320000,0.01859738,0
1299,1.65064E+12,576321000,576321000,576003000,576003000,0.09857241,0
1300,1.65064E+12,576003000,576004000,576003000,576004000,0.00043948,2
1301,1.65064E+12,576229000,576584000,576229000,576584000,0.05975763,2
1302,1.65064E+12,576590000,576789000,576590000,576789000,0.00170539,2
1303,1.65064E+12,576790000,576980000,576790000,576980000,0.00074271,2
1304,1.65064E+12,577180000,577244000,577180000,577244000,0.00212112,0
1305,1.65064E+12,577243000,577243000,577000000,577001000,0.04344045,0
1306,1.65064E+12,577000000,577001000,576979000,576979000,0.02295026,0
1307,1.65064E+12,576853000,576853000,576790000,576790000,0.0317819,0
1308,1.65064E+12,576650000,576650000,576230000,576230000,0.06144116,0
